HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
Celta,Girona,3,3,D,2,2,D,2017
La Coruna,Getafe,2,1,H,0,0,D,2017
Leganes,Ath Madrid,0,0,D,0,0,D,2017
Levante,Alaves,0,2,A,0,1,A,2017
Sevilla,Malaga,2,0,H,0,0,D,2017
Barcelona,Las Palmas,3,0,H,0,0,D,2017
Real Madrid,Espanol,2,0,H,1,0,H,2017
Sociedad,Betis,4,4,D,2,2,D,2017
Valencia,Ath Bilbao,3,2,H,2,0,H,2017
Villarreal,Eibar,3,0,H,1,0,H,2017
Espanol,Levante,0,0,D,0,0,D,2017
Alaves,Sociedad,0,2,A,0,0,D,2017
Ath Bilbao,Sevilla,1,0,H,1,0,H,2017
Ath Madrid,Barcelona,1,1,D,1,0,H,2017
Getafe,Real Madrid,1,2,A,0,1,A,2017
Betis,Valencia,3,6,A,0,2,A,2017
Eibar,La Coruna,0,0,D,0,0,D,2017
Girona,Villarreal,1,2,A,1,2,A,2017
Malaga,Leganes,0,2,A,0,0,D,2017
Las Palmas,Celta,2,5,A,0,2,A,2017
Barcelona,Malaga,2,0,H,1,0,H,2017
Betis,Alaves,2,0,H,1,0,H,2017
Levante,Getafe,1,1,D,0,0,D,2017
Valencia,Sevilla,4,0,H,1,0,H,2017
Celta,Ath Madrid,0,1,A,0,1,A,2017
Leganes,Ath Bilbao,1,0,H,0,0,D,2017
Real Madrid,Eibar,3,0,H,2,0,H,2017
Villarreal,Las Palmas,4,0,H,0,0,D,2017
La Coruna,Girona,1,2,A,0,1,A,2017
Sociedad,Espanol,1,1,D,0,1,A,2017
Alaves,Valencia,1,2,A,0,1,A,2017
Ath Bilbao,Barcelona,0,2,A,0,1,A,2017
Ath Madrid,Villarreal,1,1,D,0,0,D,2017
Sevilla,Leganes,2,1,H,1,0,H,2017
Eibar,Levante,2,2,D,0,2,A,2017
Getafe,Sociedad,2,1,H,0,1,A,2017
Girona,Real Madrid,2,1,H,0,1,A,2017
Malaga,Celta,2,1,H,1,0,H,2017
Espanol,Betis,1,0,H,0,0,D,2017
Las Palmas,La Coruna,1,3,A,1,1,D,2017
Betis,Getafe,2,2,D,0,2,A,2017
Alaves,Espanol,1,0,H,1,0,H,2017
Barcelona,Sevilla,2,1,H,1,0,H,2017
La Coruna,Ath Madrid,0,1,A,0,0,D,2017
Valencia,Leganes,3,0,H,1,0,H,2017
Celta,Ath Bilbao,3,1,H,3,1,H,2017
Levante,Girona,1,2,A,0,0,D,2017
Real Madrid,Las Palmas,3,0,H,1,0,H,2017
Sociedad,Eibar,3,1,H,2,0,H,2017
Villarreal,Malaga,2,0,H,0,0,D,2017
Girona,Sociedad,1,1,D,0,1,A,2017
Ath Madrid,Real Madrid,0,0,D,0,0,D,2017
Getafe,Alaves,4,1,H,2,0,H,2017
Leganes,Barcelona,0,3,A,0,1,A,2017
Sevilla,Celta,2,1,H,1,1,D,2017
Ath Bilbao,Villarreal,1,1,D,0,1,A,2017
Espanol,Valencia,0,2,A,0,0,D,2017
Las Palmas,Levante,0,2,A,0,0,D,2017
Malaga,La Coruna,3,2,H,1,1,D,2017
Eibar,Betis,5,0,H,2,0,H,2017
Celta,Leganes,1,0,H,1,0,H,2017
Alaves,Eibar,1,2,A,0,1,A,2017
Betis,Girona,2,2,D,0,1,A,2017
Levante,Ath Madrid,0,5,A,0,2,A,2017
Real Madrid,Malaga,3,2,H,2,1,H,2017
La Coruna,Ath Bilbao,2,2,D,1,1,D,2017
Sociedad,Las Palmas,2,2,D,1,1,D,2017
Valencia,Barcelona,1,1,D,0,0,D,2017
Villarreal,Sevilla,2,3,A,1,0,H,2017
Espanol,Getafe,1,0,H,0,0,D,2017
Malaga,Levante,0,0,D,0,0,D,2017
Ath Bilbao,Real Madrid,0,0,D,0,0,D,2017
Ath Madrid,Sociedad,2,1,H,0,1,A,2017
Barcelona,Celta,2,2,D,1,1,D,2017
Sevilla,La Coruna,2,0,H,1,0,H,2017
Eibar,Espanol,3,1,H,2,0,H,2017
Getafe,Valencia,1,0,H,0,0,D,2017
Las Palmas,Betis,1,0,H,1,0,H,2017
Leganes,Villarreal,3,1,H,0,0,D,2017
Girona,Alaves,2,3,A,0,0,D,2017
Alaves,Las Palmas,2,0,H,1,0,H,2017
Getafe,Eibar,0,0,D,0,0,D,2017
La Coruna,Leganes,1,0,H,1,0,H,2017
Real Madrid,Sevilla,5,0,H,5,0,H,2017
Valencia,Celta,2,1,H,1,0,H,2017
Betis,Ath Madrid,0,1,A,0,1,A,2017
Levante,Ath Bilbao,1,2,A,0,1,A,2017
Sociedad,Malaga,0,2,A,0,1,A,2017
Villarreal,Barcelona,0,2,A,0,0,D,2017
Espanol,Girona,0,1,A,0,1,A,2017
Sevilla,Levante,0,0,D,0,0,D,2017
Ath Bilbao,Sociedad,0,0,D,0,0,D,2017
Ath Madrid,Alaves,1,0,H,0,0,D,2017
Eibar,Valencia,2,1,H,0,0,D,2017
Barcelona,La Coruna,4,0,H,2,0,H,2017
Celta,Villarreal,0,1,A,0,1,A,2017
Girona,Getafe,1,0,H,1,0,H,2017
Las Palmas,Espanol,2,2,D,0,2,A,2017
Malaga,Betis,0,2,A,0,1,A,2017
Levante,Leganes,0,0,D,0,0,D,2017
Getafe,Las Palmas,2,0,H,2,0,H,2017
Sociedad,Sevilla,3,1,H,1,1,D,2017
Alaves,Malaga,1,0,H,0,0,D,2017
Eibar,Girona,4,1,H,2,1,H,2017
Betis,Ath Bilbao,0,2,A,0,1,A,2017
Espanol,Ath Madrid,1,0,H,0,0,D,2017
La Coruna,Celta,1,3,A,0,2,A,2017
Real Madrid,Barcelona,0,3,A,0,0,D,2017
Valencia,Villarreal,0,1,A,0,1,A,2017
Ath Madrid,Getafe,2,0,H,1,0,H,2017
Las Palmas,Eibar,1,2,A,1,0,H,2017
Sevilla,Betis,3,5,A,2,2,D,2017
Valencia,Girona,2,1,H,1,1,D,2017
Ath Bilbao,Alaves,2,0,H,1,0,H,2017
Barcelona,Levante,3,0,H,2,0,H,2017
Celta,Real Madrid,2,2,D,1,2,A,2017
Leganes,Sociedad,1,0,H,0,0,D,2017
Villarreal,La Coruna,1,1,D,1,0,H,2017
Malaga,Espanol,0,1,A,0,1,A,2017
Getafe,Malaga,1,0,H,0,0,D,2017
Eibar,Ath Madrid,0,1,A,0,1,A,2017
Girona,Las Palmas,6,0,H,1,0,H,2017
La Coruna,Valencia,1,2,A,0,1,A,2017
Real Madrid,Villarreal,0,1,A,0,0,D,2017
Alaves,Sevilla,1,0,H,0,0,D,2017
Espanol,Ath Bilbao,1,1,D,1,1,D,2017
Levante,Celta,0,1,A,0,1,A,2017
Sociedad,Barcelona,2,4,A,2,1,H,2017
Betis,Leganes,3,2,H,2,1,H,2017
Getafe,Ath Bilbao,2,2,D,1,1,D,2017
Ath Madrid,Girona,1,1,D,1,0,H,2017
Espanol,Sevilla,0,3,A,0,2,A,2017
Las Palmas,Valencia,2,1,H,1,1,D,2017
Villarreal,Levante,2,1,H,1,0,H,2017
Alaves,Leganes,2,2,D,0,0,D,2017
Betis,Barcelona,0,5,A,0,0,D,2017
Real Madrid,La Coruna,7,1,H,2,1,H,2017
Sociedad,Celta,1,2,A,1,1,D,2017
Eibar,Malaga,1,1,D,0,1,A,2017
Ath Bilbao,Eibar,1,1,D,0,0,D,2017
La Coruna,Levante,2,2,D,2,0,H,2017
Malaga,Girona,0,0,D,0,0,D,2017
Valencia,Real Madrid,1,4,A,0,2,A,2017
Villarreal,Sociedad,4,2,H,4,1,H,2017
Ath Madrid,Las Palmas,3,0,H,0,0,D,2017
Barcelona,Alaves,2,1,H,0,1,A,2017
Leganes,Espanol,3,2,H,1,0,H,2017
Sevilla,Getafe,1,1,D,0,0,D,2017
Celta,Betis,3,2,H,1,0,H,2017
Sociedad,La Coruna,5,0,H,1,0,H,2017
Alaves,Celta,2,1,H,2,0,H,2017
Betis,Villarreal,2,1,H,1,0,H,2017
Eibar,Sevilla,5,1,H,3,1,H,2017
Levante,Real Madrid,2,2,D,1,1,D,2017
Ath Madrid,Valencia,1,0,H,0,0,D,2017
Espanol,Barcelona,1,1,D,0,0,D,2017
Getafe,Leganes,0,0,D,0,0,D,2017
Girona,Ath Bilbao,2,0,H,1,0,H,2017
Las Palmas,Malaga,1,0,H,0,0,D,2017
Ath Bilbao,Las Palmas,0,0,D,0,0,D,2017
Leganes,Eibar,0,1,A,0,0,D,2017
Malaga,Ath Madrid,0,1,A,0,1,A,2017
Real Madrid,Sociedad,5,2,H,4,0,H,2017
Villarreal,Alaves,1,2,A,0,1,A,2017
Barcelona,Getafe,0,0,D,0,0,D,2017
Celta,Espanol,2,2,D,1,1,D,2017
Sevilla,Girona,1,0,H,0,0,D,2017
Valencia,Levante,3,1,H,1,1,D,2017
La Coruna,Betis,0,1,A,0,0,D,2017
Girona,Leganes,3,0,H,2,0,H,2017
Alaves,La Coruna,1,0,H,0,0,D,2017
Eibar,Barcelona,0,2,A,0,1,A,2017
Las Palmas,Sevilla,1,2,A,0,1,A,2017
Malaga,Valencia,1,2,A,1,0,H,2017
Ath Madrid,Ath Bilbao,2,0,H,0,0,D,2017
Betis,Real Madrid,3,5,A,2,1,H,2017
Espanol,Villarreal,1,1,D,0,1,A,2017
Sociedad,Levante,3,0,H,2,0,H,2017
Getafe,Celta,3,0,H,1,0,H,2017
Leganes,Real Madrid,1,3,A,1,2,A,2017
La Coruna,Espanol,0,0,D,0,0,D,2017
Barcelona,Girona,6,1,H,4,1,H,2017
Celta,Eibar,2,0,H,0,0,D,2017
Leganes,Las Palmas,0,0,D,0,0,D,2017
Real Madrid,Alaves,4,0,H,1,0,H,2017
Ath Bilbao,Malaga,2,1,H,2,1,H,2017
Sevilla,Ath Madrid,2,5,A,0,2,A,2017
Valencia,Sociedad,2,1,H,1,0,H,2017
Villarreal,Getafe,1,0,H,1,0,H,2017
Levante,Betis,0,2,A,0,0,D,2017
Espanol,Real Madrid,1,0,H,0,0,D,2017
Girona,Celta,1,0,H,1,0,H,2017
Ath Bilbao,Valencia,1,1,D,0,1,A,2017
Ath Madrid,Leganes,4,0,H,2,0,H,2017
Eibar,Villarreal,1,0,H,1,0,H,2017
Getafe,La Coruna,3,0,H,2,0,H,2017
Malaga,Sevilla,0,1,A,0,1,A,2017
Alaves,Levante,1,0,H,0,0,D,2017
Betis,Sociedad,0,0,D,0,0,D,2017
Las Palmas,Barcelona,1,1,D,0,1,A,2017
La Coruna,Eibar,1,1,D,1,1,D,2017
Leganes,Malaga,2,0,H,0,0,D,2017
Real Madrid,Getafe,3,1,H,2,0,H,2017
Sevilla,Ath Bilbao,2,0,H,2,0,H,2017
Villarreal,Girona,0,2,A,0,1,A,2017
Barcelona,Ath Madrid,1,0,H,1,0,H,2017
Levante,Espanol,1,1,D,0,0,D,2017
Sociedad,Alaves,2,1,H,2,1,H,2017
Valencia,Betis,2,0,H,1,0,H,2017
Celta,Las Palmas,2,1,H,0,0,D,2017
Girona,La Coruna,2,0,H,1,0,H,2017
Eibar,Real Madrid,1,2,A,0,1,A,2017
Getafe,Levante,0,1,A,0,0,D,2017
Malaga,Barcelona,0,2,A,0,2,A,2017
Sevilla,Valencia,0,2,A,0,1,A,2017
Ath Bilbao,Leganes,2,0,H,2,0,H,2017
Ath Madrid,Celta,3,0,H,1,0,H,2017
Espanol,Sociedad,2,1,H,0,1,A,2017
Las Palmas,Villarreal,0,2,A,0,0,D,2017
Alaves,Betis,1,3,A,0,2,A,2017
Levante,Eibar,2,1,H,1,0,H,2017
Betis,Espanol,3,0,H,1,0,H,2017
La Coruna,Las Palmas,1,1,D,1,1,D,2017
Sociedad,Getafe,1,2,A,1,1,D,2017
Valencia,Alaves,3,1,H,2,0,H,2017
Barcelona,Ath Bilbao,2,0,H,2,0,H,2017
Celta,Malaga,0,0,D,0,0,D,2017
Leganes,Sevilla,2,1,H,1,0,H,2017
Real Madrid,Girona,6,3,H,1,1,D,2017
Villarreal,Ath Madrid,2,1,H,0,1,A,2017
Ath Bilbao,Celta,1,1,D,0,0,D,2017
Girona,Levante,1,1,D,0,0,D,2017
Las Palmas,Real Madrid,0,3,A,0,2,A,2017
Sevilla,Barcelona,2,2,D,1,0,H,2017
Ath Madrid,La Coruna,1,0,H,1,0,H,2017
Eibar,Sociedad,0,0,D,0,0,D,2017
Espanol,Alaves,0,0,D,0,0,D,2017
Leganes,Valencia,0,1,A,0,0,D,2017
Malaga,Villarreal,1,0,H,1,0,H,2017
Getafe,Betis,0,1,A,0,0,D,2017
La Coruna,Malaga,3,2,H,1,1,D,2017
Alaves,Getafe,2,0,H,0,0,D,2017
Barcelona,Leganes,3,1,H,2,0,H,2017
Betis,Eibar,2,0,H,1,0,H,2017
Celta,Sevilla,4,0,H,1,0,H,2017
Levante,Las Palmas,2,1,H,1,0,H,2017
Real Madrid,Ath Madrid,1,1,D,0,0,D,2017
Sociedad,Girona,5,0,H,2,0,H,2017
Valencia,Espanol,1,0,H,1,0,H,2017
Villarreal,Ath Bilbao,1,3,A,0,1,A,2017
Girona,Betis,0,1,A,0,1,A,2017
Ath Bilbao,La Coruna,2,3,A,0,2,A,2017
Barcelona,Valencia,2,1,H,1,0,H,2017
Las Palmas,Sociedad,0,1,A,0,1,A,2017
Leganes,Celta,1,0,H,0,0,D,2017
Sevilla,Villarreal,2,2,D,0,1,A,2017
Ath Madrid,Levante,3,0,H,1,0,H,2017
Eibar,Alaves,0,1,A,0,1,A,2017
Getafe,Espanol,1,0,H,0,0,D,2017
Malaga,Real Madrid,1,2,A,0,1,A,2017
Celta,Barcelona,2,2,D,1,1,D,2017
La Coruna,Sevilla,0,0,D,0,0,D,2017
Villarreal,Leganes,2,1,H,1,0,H,2017
Espanol,Eibar,0,1,A,0,1,A,2017
Real Madrid,Ath Bilbao,1,1,D,0,1,A,2017
Valencia,Getafe,1,2,A,0,1,A,2017
Alaves,Girona,1,2,A,0,0,D,2017
Betis,Las Palmas,1,0,H,0,0,D,2017
Levante,Malaga,1,0,H,0,0,D,2017
Sociedad,Ath Madrid,3,0,H,1,0,H,2017
Leganes,La Coruna,0,0,D,0,0,D,2017
Celta,Valencia,1,1,D,0,0,D,2017
Eibar,Getafe,0,1,A,0,1,A,2017
Ath Madrid,Betis,0,0,D,0,0,D,2017
Girona,Espanol,0,2,A,0,1,A,2017
Las Palmas,Alaves,0,4,A,0,0,D,2017
Malaga,Sociedad,2,0,H,2,0,H,2017
Ath Bilbao,Levante,1,3,A,1,2,A,2017
Levante,Sevilla,2,1,H,1,1,D,2017
Espanol,Las Palmas,1,1,D,0,1,A,2017
Real Madrid,Leganes,2,1,H,2,0,H,2017
Sociedad,Ath Bilbao,3,1,H,2,0,H,2017
Villarreal,Celta,4,1,H,3,1,H,2017
Alaves,Ath Madrid,0,1,A,0,0,D,2017
Getafe,Girona,1,1,D,1,1,D,2017
La Coruna,Barcelona,2,4,A,1,2,A,2017
Valencia,Eibar,0,0,D,0,0,D,2017
Betis,Malaga,2,1,H,1,1,D,2017
Sevilla,Sociedad,1,0,H,0,0,D,2017
Ath Bilbao,Betis,2,0,H,0,0,D,2017
Celta,La Coruna,1,1,D,1,0,H,2017
Girona,Eibar,1,4,A,0,2,A,2017
Villarreal,Valencia,1,0,H,0,0,D,2017
Ath Madrid,Espanol,0,2,A,0,0,D,2017
Barcelona,Real Madrid,2,2,D,1,1,D,2017
Las Palmas,Getafe,0,1,A,0,0,D,2017
Malaga,Alaves,0,3,A,0,1,A,2017
Leganes,Levante,0,3,A,0,0,D,2017
Barcelona,Villarreal,5,1,H,3,0,H,2017
Sevilla,Real Madrid,3,2,H,2,0,H,2017
Alaves,Ath Bilbao,3,1,H,1,0,H,2017
Betis,Sevilla,2,2,D,1,0,H,2017
Eibar,Las Palmas,1,0,H,1,0,H,2017
Getafe,Ath Madrid,0,1,A,0,1,A,2017
Girona,Valencia,0,1,A,0,0,D,2017
La Coruna,Villarreal,2,4,A,0,3,A,2017
Real Madrid,Celta,6,0,H,3,0,H,2017
Sociedad,Leganes,3,2,H,2,1,H,2017
Espanol,Malaga,4,1,H,3,1,H,2017
Levante,Barcelona,5,4,H,2,1,H,2017
Celta,Levante,4,2,H,2,1,H,2017
Las Palmas,Girona,1,2,A,1,2,A,2017
Leganes,Betis,3,2,H,1,1,D,2017
Malaga,Getafe,0,1,A,0,0,D,2017
Sevilla,Alaves,1,0,H,1,0,H,2017
Villarreal,Real Madrid,2,2,D,0,2,A,2017
Ath Bilbao,Espanol,0,1,A,0,1,A,2017
Ath Madrid,Eibar,2,2,D,1,1,D,2017
Barcelona,Sociedad,1,0,H,0,0,D,2017
Valencia,La Coruna,2,1,H,1,0,H,2017
Betis,Levante,0,3,A,0,1,A,2018
Girona,Valladolid,0,0,D,0,0,D,2018
Barcelona,Alaves,3,0,H,0,0,D,2018
Celta,Espanol,1,1,D,0,1,A,2018
Villarreal,Sociedad,1,2,A,1,1,D,2018
Eibar,Huesca,1,2,A,0,2,A,2018
Real Madrid,Getafe,2,0,H,1,0,H,2018
Vallecano,Sevilla,1,4,A,0,3,A,2018
Ath Bilbao,Leganes,2,1,H,1,1,D,2018
Valencia,Ath Madrid,1,1,D,0,1,A,2018
Getafe,Eibar,2,0,H,1,0,H,2018
Leganes,Sociedad,2,2,D,0,2,A,2018
Alaves,Betis,0,0,D,0,0,D,2018
Ath Madrid,Vallecano,1,0,H,0,0,D,2018
Valladolid,Barcelona,0,1,A,0,0,D,2018
Espanol,Valencia,2,0,H,0,0,D,2018
Girona,Real Madrid,1,4,A,1,1,D,2018
Sevilla,Villarreal,0,0,D,0,0,D,2018
Ath Bilbao,Huesca,2,2,D,0,0,D,2018
Levante,Celta,1,2,A,0,2,A,2018
Eibar,Sociedad,2,1,H,1,1,D,2018
Getafe,Valladolid,0,0,D,0,0,D,2018
Villarreal,Girona,0,1,A,0,0,D,2018
Celta,Ath Madrid,2,0,H,0,0,D,2018
Real Madrid,Leganes,4,1,H,1,1,D,2018
Alaves,Espanol,2,1,H,0,1,A,2018
Barcelona,Huesca,8,2,H,3,2,H,2018
Betis,Sevilla,1,0,H,0,0,D,2018
Levante,Valencia,2,2,D,2,1,H,2018
Huesca,Vallecano,0,1,A,0,1,A,2018
Ath Bilbao,Real Madrid,1,1,D,1,0,H,2018
Ath Madrid,Eibar,1,1,D,0,0,D,2018
Sociedad,Barcelona,1,2,A,1,0,H,2018
Valencia,Betis,0,0,D,0,0,D,2018
Espanol,Levante,1,0,H,0,0,D,2018
Leganes,Villarreal,0,1,A,0,0,D,2018
Sevilla,Getafe,0,2,A,0,2,A,2018
Valladolid,Alaves,0,1,A,0,0,D,2018
Girona,Celta,3,2,H,2,1,H,2018
Huesca,Sociedad,0,1,A,0,0,D,2018
Celta,Valladolid,3,3,D,2,1,H,2018
Eibar,Leganes,1,0,H,0,0,D,2018
Getafe,Ath Madrid,0,2,A,0,1,A,2018
Real Madrid,Espanol,1,0,H,1,0,H,2018
Vallecano,Alaves,1,5,A,1,2,A,2018
Barcelona,Girona,2,2,D,1,1,D,2018
Betis,Ath Bilbao,2,2,D,0,2,A,2018
Levante,Sevilla,2,6,A,1,4,A,2018
Villarreal,Valencia,0,0,D,0,0,D,2018
Ath Madrid,Huesca,3,0,H,3,0,H,2018
Espanol,Eibar,1,0,H,0,0,D,2018
Sociedad,Vallecano,2,2,D,1,2,A,2018
Ath Bilbao,Villarreal,0,3,A,0,0,D,2018
Leganes,Barcelona,2,1,H,0,1,A,2018
Sevilla,Real Madrid,3,0,H,3,0,H,2018
Valencia,Celta,1,1,D,1,0,H,2018
Alaves,Getafe,1,1,D,0,0,D,2018
Girona,Betis,0,1,A,0,0,D,2018
Valladolid,Levante,2,1,H,0,0,D,2018
Vallecano,Espanol,2,2,D,1,2,A,2018
Barcelona,Ath Bilbao,1,1,D,0,1,A,2018
Eibar,Sevilla,1,3,A,0,0,D,2018
Real Madrid,Ath Madrid,0,0,D,0,0,D,2018
Sociedad,Valencia,0,1,A,0,1,A,2018
Betis,Leganes,1,0,H,0,0,D,2018
Huesca,Girona,1,1,D,0,1,A,2018
Levante,Alaves,2,1,H,2,1,H,2018
Villarreal,Valladolid,0,1,A,0,0,D,2018
Celta,Getafe,1,1,D,1,0,H,2018
Ath Bilbao,Sociedad,1,3,A,1,1,D,2018
Alaves,Real Madrid,1,0,H,0,0,D,2018
Getafe,Levante,0,1,A,0,0,D,2018
Girona,Eibar,2,3,A,2,2,D,2018
Leganes,Vallecano,1,0,H,1,0,H,2018
Ath Madrid,Betis,1,0,H,0,0,D,2018
Espanol,Villarreal,3,1,H,1,1,D,2018
Sevilla,Celta,2,1,H,1,0,H,2018
Valencia,Barcelona,1,1,D,1,1,D,2018
Valladolid,Huesca,1,0,H,1,0,H,2018
Celta,Alaves,0,1,A,0,0,D,2018
Barcelona,Sevilla,4,2,H,2,0,H,2018
Real Madrid,Levante,1,2,A,0,2,A,2018
Valencia,Leganes,1,1,D,0,0,D,2018
Villarreal,Ath Madrid,1,1,D,0,0,D,2018
Betis,Valladolid,0,1,A,0,1,A,2018
Eibar,Ath Bilbao,1,1,D,1,1,D,2018
Huesca,Espanol,0,2,A,0,1,A,2018
Vallecano,Getafe,1,2,A,0,0,D,2018
Sociedad,Girona,0,0,D,0,0,D,2018
Vallecano,Ath Bilbao,1,1,D,1,0,H,2018
Valladolid,Espanol,1,1,D,0,1,A,2018
Ath Bilbao,Valencia,0,0,D,0,0,D,2018
Ath Madrid,Sociedad,2,0,H,1,0,H,2018
Celta,Eibar,4,0,H,2,0,H,2018
Girona,Vallecano,2,1,H,2,0,H,2018
Levante,Leganes,2,0,H,1,0,H,2018
Alaves,Villarreal,2,1,H,0,1,A,2018
Barcelona,Real Madrid,5,1,H,2,0,H,2018
Getafe,Betis,2,0,H,0,0,D,2018
Sevilla,Huesca,2,1,H,0,0,D,2018
Leganes,Ath Madrid,1,1,D,0,0,D,2018
Real Madrid,Valladolid,2,0,H,0,0,D,2018
Valencia,Girona,0,1,A,0,0,D,2018
Vallecano,Barcelona,2,3,A,1,1,D,2018
Betis,Celta,3,3,D,1,0,H,2018
Eibar,Alaves,2,1,H,0,1,A,2018
Huesca,Getafe,1,1,D,0,0,D,2018
Sociedad,Sevilla,0,0,D,0,0,D,2018
Villarreal,Levante,1,1,D,0,0,D,2018
Espanol,Ath Bilbao,1,0,H,1,0,H,2018
Levante,Sociedad,1,3,A,1,0,H,2018
Ath Madrid,Ath Bilbao,3,2,H,0,1,A,2018
Getafe,Valencia,0,1,A,0,0,D,2018
Girona,Leganes,0,0,D,0,0,D,2018
Valladolid,Eibar,0,0,D,0,0,D,2018
Alaves,Huesca,2,1,H,1,1,D,2018
Barcelona,Betis,3,4,A,0,2,A,2018
Celta,Real Madrid,2,4,A,0,1,A,2018
Sevilla,Espanol,2,1,H,0,1,A,2018
Vallecano,Villarreal,2,2,D,1,1,D,2018
Leganes,Alaves,1,0,H,1,0,H,2018
Ath Madrid,Barcelona,1,1,D,0,0,D,2018
Eibar,Real Madrid,3,0,H,1,0,H,2018
Huesca,Levante,2,2,D,1,1,D,2018
Valencia,Vallecano,3,0,H,1,0,H,2018
Ath Bilbao,Getafe,1,1,D,0,0,D,2018
Espanol,Girona,1,3,A,0,2,A,2018
Sevilla,Valladolid,1,0,H,1,0,H,2018
Villarreal,Betis,2,1,H,0,0,D,2018
Sociedad,Celta,2,1,H,1,0,H,2018
Vallecano,Eibar,1,0,H,0,0,D,2018
Celta,Huesca,2,0,H,1,0,H,2018
Getafe,Espanol,3,0,H,0,0,D,2018
Real Madrid,Valencia,2,0,H,1,0,H,2018
Valladolid,Leganes,2,4,A,0,2,A,2018
Alaves,Sevilla,1,1,D,1,0,H,2018
Barcelona,Villarreal,2,0,H,1,0,H,2018
Betis,Sociedad,1,0,H,1,0,H,2018
Girona,Ath Madrid,1,1,D,1,0,H,2018
Levante,Ath Bilbao,3,0,H,1,0,H,2018
Leganes,Getafe,1,1,D,0,1,A,2018
Ath Madrid,Alaves,3,0,H,1,0,H,2018
Espanol,Barcelona,0,4,A,0,3,A,2018
Valencia,Sevilla,1,1,D,0,0,D,2018
Villarreal,Celta,2,3,A,0,1,A,2018
Betis,Vallecano,2,0,H,0,0,D,2018
Eibar,Levante,4,4,D,1,2,A,2018
Huesca,Real Madrid,0,1,A,0,1,A,2018
Sociedad,Valladolid,1,2,A,0,1,A,2018
Ath Bilbao,Girona,1,0,H,0,0,D,2018
Celta,Leganes,0,0,D,0,0,D,2018
Eibar,Valencia,1,1,D,0,1,A,2018
Getafe,Sociedad,1,0,H,1,0,H,2018
Real Madrid,Vallecano,1,0,H,1,0,H,2018
Valladolid,Ath Madrid,2,3,A,0,2,A,2018
Espanol,Betis,1,3,A,1,1,D,2018
Huesca,Villarreal,2,2,D,1,0,H,2018
Levante,Barcelona,0,5,A,0,2,A,2018
Sevilla,Girona,2,0,H,0,0,D,2018
Alaves,Ath Bilbao,0,0,D,0,0,D,2018
Girona,Getafe,1,1,D,0,0,D,2018
Sociedad,Alaves,0,1,A,0,1,A,2018
Ath Bilbao,Valladolid,1,1,D,1,0,H,2018
Ath Madrid,Espanol,1,0,H,0,0,D,2018
Barcelona,Celta,2,0,H,2,0,H,2018
Betis,Eibar,1,1,D,1,0,H,2018
Leganes,Sevilla,1,1,D,1,0,H,2018
Valencia,Huesca,2,1,H,1,0,H,2018
Vallecano,Levante,2,1,H,1,0,H,2018
Villarreal,Real Madrid,2,2,D,1,2,A,2018
Espanol,Leganes,1,0,H,1,0,H,2018
Levante,Girona,2,2,D,0,1,A,2018
Alaves,Valencia,2,1,H,2,1,H,2018
Huesca,Betis,2,1,H,0,0,D,2018
Valladolid,Vallecano,0,1,A,0,1,A,2018
Eibar,Villarreal,0,0,D,0,0,D,2018
Getafe,Barcelona,1,2,A,1,2,A,2018
Real Madrid,Sociedad,0,2,A,0,1,A,2018
Sevilla,Ath Madrid,1,1,D,1,1,D,2018
Celta,Ath Bilbao,1,2,A,1,1,D,2018
Vallecano,Celta,4,2,H,2,2,D,2018
Girona,Alaves,1,1,D,1,0,H,2018
Leganes,Huesca,1,0,H,0,0,D,2018
Valencia,Valladolid,1,1,D,0,0,D,2018
Villarreal,Getafe,1,2,A,0,0,D,2018
Ath Bilbao,Sevilla,2,0,H,1,0,H,2018
Ath Madrid,Levante,1,0,H,0,0,D,2018
Barcelona,Eibar,3,0,H,1,0,H,2018
Betis,Real Madrid,1,2,A,0,1,A,2018
Sociedad,Espanol,3,2,H,2,2,D,2018
Getafe,Alaves,4,0,H,1,0,H,2018
Celta,Valencia,1,2,A,1,0,H,2018
Huesca,Ath Madrid,0,3,A,0,1,A,2018
Real Madrid,Sevilla,2,0,H,0,0,D,2018
Barcelona,Leganes,3,1,H,1,0,H,2018
Betis,Girona,3,2,H,1,2,A,2018
Levante,Valladolid,2,0,H,1,0,H,2018
Vallecano,Sociedad,2,2,D,2,1,H,2018
Villarreal,Ath Bilbao,1,1,D,0,1,A,2018
Eibar,Espanol,3,0,H,1,0,H,2018
Ath Madrid,Getafe,2,0,H,2,0,H,2018
Leganes,Eibar,2,2,D,0,2,A,2018
Sevilla,Levante,5,0,H,0,0,D,2018
Valencia,Villarreal,3,0,H,1,0,H,2018
Ath Bilbao,Betis,1,0,H,1,0,H,2018
Espanol,Real Madrid,2,4,A,1,3,A,2018
Girona,Barcelona,0,2,A,0,1,A,2018
Sociedad,Huesca,0,0,D,0,0,D,2018
Valladolid,Celta,2,1,H,0,1,A,2018
Alaves,Vallecano,0,1,A,0,0,D,2018
Huesca,Valladolid,4,0,H,1,0,H,2018
Barcelona,Valencia,2,2,D,1,2,A,2018
Celta,Sevilla,1,0,H,0,0,D,2018
